"02-10-1996"
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"home EBH          ","6.4  ","n"
"EBH BCC           ","4.4  ","N"
"BCC Sol           ","9.2  ","n"
"Sol home          ","1.3  ","N"
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","     "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"                  ","0    "," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
"","0"," "
